PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31557258","Ground reaction forces and muscle activity while walking on sand versus stable ground in individuals with pronated feet compared with healthy controls","Jafarnezhadgero A, Fatollahi A, Amirzadeh N, Siahkouhian M, Granacher U.","PLoS One. 2019 Sep 26;14(9):e0223219. doi: 10.1371/journal.pone.0223219. eCollection 2019.","Jafarnezhadgero A","PLoS One","2019","2019/09/27","PMC6762175","","10.1371/journal.pone.0223219"
"30820772","Quadriceps femoris performance after resistance training with and without photobiomodulation in elderly women: a randomized clinical trial","Tucci HT, Figueiredo DS, de Paula Carvalho R, Souza ACF, Vassão PG, Renno ACM, Ciol MA.","Lasers Med Sci. 2019 Oct;34(8):1583-1594. doi: 10.1007/s10103-019-02748-x. Epub 2019 Feb 28.","Tucci HT","Lasers Med Sci","2019","2019/03/02","","","10.1007/s10103-019-02748-x"
"41776801","Spontaneous Activation of the Masseter Muscle in Balance Tasks: The Functional Relationship Between Postural Control and the Stomatognathic System in Healthy Adults","Durukan M, Guzel HC.","Niger J Clin Pract. 2026 Feb 1;29(2):181-189. doi: 10.4103/njcp.njcp_490_25. Epub 2026 Mar 4.","Durukan M","Niger J Clin Pract","2026","2026/03/04","","","10.4103/njcp.njcp_490_25"
"33647872","Effect of biomechanical footwear on upper and lower leg muscle activity in comparison with knee brace and normal walking","Ylinen J, Pennanen A, Weir A, Häkkinen A, Multanen J.","J Electromyogr Kinesiol. 2021 Apr;57:102528. doi: 10.1016/j.jelekin.2021.102528. Epub 2021 Jan 28.","Ylinen J","J Electromyogr Kinesiol","2021","2021/03/01","","","10.1016/j.jelekin.2021.102528"
"30317389","The influence of knee extensor fatigue on lower extremity muscle activity during chair rise in young and older adults","Bryanton MA, Bilodeau M.","Eur J Appl Physiol. 2019 Jan;119(1):61-71. doi: 10.1007/s00421-018-3999-4. Epub 2018 Oct 13.","Bryanton MA","Eur J Appl Physiol","2019","2018/10/15","","","10.1007/s00421-018-3999-4"
"41735056","β-Bursting as a Sensitive Neural Marker of Inhibitory Control in Healthy Older Adults: A Linear Mixed-Effects Modeling and Threshold-Free Cluster Approach","Warden ACM, Cruse D, McAllister CJ, MacDonald HJ.","J Neurosci. 2026 Mar 25;46(12):e1151252026. doi: 10.1523/JNEUROSCI.1151-25.2026.","Warden ACM","J Neurosci","2026","2026/02/24","PMC13022523","","10.1523/JNEUROSCI.1151-25.2026"
"40944825","Evaluating the effect of trunk angle on the biomechanics of tongue, hyoid, and swallowing-related muscles during normal oropharyngeal swallowing with a non-invasive sensing system","Li Q, Li W, Hori K, Murakami K, Maeda Y, Chen Y, Ono T.","Odontology. 2026 Jul;114(3):1471-1480. doi: 10.1007/s10266-025-01205-2. Epub 2025 Sep 13.","Li Q","Odontology","2026","2025/09/13","","","10.1007/s10266-025-01205-2"
"40369712","Tongue Cleaning Enhances Activity of Suprahyoid Muscles During Exhalation in Healthy Young Adults: A Randomised Controlled Intervention Study","Izumi M, Akifusa S.","J Oral Rehabil. 2025 Sep;52(9):1474-1480. doi: 10.1111/joor.13990. Epub 2025 May 14.","Izumi M","J Oral Rehabil","2025","2025/05/14","","","10.1111/joor.13990"
"42040136","Effects of a 6-week pelvic floor muscle training on neuromuscular activity in healthy young men: a pilot study","Labun J, Piernicka M, Sieńkowska B, Szumilewicz A.","Front Public Health. 2026 Apr 10;14:1781361. doi: 10.3389/fpubh.2026.1781361. eCollection 2026.","Labun J","Front Public Health","2026","2026/04/27","PMC13106149","","10.3389/fpubh.2026.1781361"
"30448641","The effects of cognitive load and optical flow on antagonist leg muscle coactivation during walking for young and older adults","Acuña SA, Francis CA, Franz JR, Thelen DG.","J Electromyogr Kinesiol. 2019 Feb;44:8-14. doi: 10.1016/j.jelekin.2018.11.003. Epub 2018 Nov 8.","Acuña SA","J Electromyogr Kinesiol","2019","2018/11/19","PMC6592695","NIHMS1512850","10.1016/j.jelekin.2018.11.003"
"33084929","Priming exercise accelerates pulmonary oxygen uptake kinetics during ""work-to-work"" cycle exercise in middle-aged individuals with type 2 diabetes","Gildea N, Rocha J, O'Shea D, Green S, Egaña M.","Eur J Appl Physiol. 2021 Feb;121(2):409-423. doi: 10.1007/s00421-020-04518-y. Epub 2020 Oct 21.","Gildea N","Eur J Appl Physiol","2021","2020/10/21","","","10.1007/s00421-020-04518-y"
"31490428","Shoulder Flexion Torque Is Augmented by a Volitional Abdominal Isometric Contraction","Cacolice PA, Carcia CR, Scibek JS.","J Strength Cond Res. 2021 Apr 1;35(4):920-923. doi: 10.1519/JSC.0000000000003277.","Cacolice PA","J Strength Cond Res","2021","2019/09/07","","","10.1519/JSC.0000000000003277"
"39657600","Examining Negativity Biases in Facial Emotion Reactions in Young Persons First Presenting with Borderline Personality Disorder","Korbut S, Chanen AM, Terrett G, Jovev M, Rendell PG, Henry JD, Pizarro-Campagna E.","Psychopathology. 2025;58(3):173-186. doi: 10.1159/000542743. Epub 2024 Dec 10.","Korbut S","Psychopathology","2025","2024/12/10","PMC12136515","","10.1159/000542743"
"41639657","Adaptive alterations in muscle synergies during the recovery step compensate for perturbation-induced stability demands in older adults","Lin H, Liang H, Qi F, Yang Q, Kebbach M, Schlegel M, Bruhn S, Bader R, Tischer T, Ren X, Lutter C.","BMC Geriatr. 2026 Feb 4;26(1):557. doi: 10.1186/s12877-026-07092-8.","Lin H","BMC Geriatr","2026","2026/02/04","PMC13097930","","10.1186/s12877-026-07092-8"
"40643620","Differential Muscle Activation During Sustained Chin-Tuck Against Resistance (CTAR) Contraction is Consistent Across Different Instructional Conditions in Older Adults","Huang HD, Brajot FX, Wang HI, Han DS.","Dysphagia. 2026 Feb;41(1):113-126. doi: 10.1007/s00455-025-10859-7. Epub 2025 Jul 11.","Huang HD","Dysphagia","2026","2025/07/11","","","10.1007/s00455-025-10859-7"
"41636828","Shifts in the timing of gait muscle synergies in older adults with reduced lower-limb motor function","Hamada H, Kikuchi K, Matsuda T, Kii M, Fujiwara T, Kakutani K, Kobayashi A, Yamashita A, An Q.","Exp Brain Res. 2026 Feb 4;244(3):40. doi: 10.1007/s00221-026-07231-y.","Hamada H","Exp Brain Res","2026","2026/02/04","PMC12872710","","10.1007/s00221-026-07231-y"
